id,name,type,city,state,address,pin_code,contact_person,phone,latitude,longitude,active,coord_validation_status,drop_reason
DLR-0154,Palan-Bail Dealer (DLR-0154),Dealer,Delhi,Delhi,"H.No. 041, Majumdar Circle, Secunderabad-811745",691218,Baghyawati Raju,912780790622,28.616881,77.258099,True,OK,
DLR-0155,Atwal LLC Dealer (DLR-0155),Dealer,Kolkata,West Bengal,"72/724, Khalsa Marg, Jamnagar 675372",664993,Daksha Krishnan,29054354,22.602406,88.303446,True,OK,
DLR-0156,Apte Ltd Dealer (DLR-0156),Dealer,Delhi,Delhi,"12/21, Majumdar Ganj, Ambattur-714109",471013,Samarth Mannan,3713922800,28.568264,77.214345,True,OK,
DLR-0157,"Baral, Karpe and Panchal Dealer (DLR-0157)",Dealer,Chennai,Tamil Nadu,"H.No. 08, Solanki Marg, Kolkata 008683",447517,Hemang Raj,2281517024,13.071844,80.290147,True,OK,
DLR-0158,"Brahmbhatt, Borde and Sengupta Dealer (DLR-0158)",Dealer,Bhopal,Madhya Pradesh,"45/18, Majumdar Marg, Anand 479758",488210,Vasana Bose,325894135,23.271588,77.467609,True,OK,
DLR-0159,Rastogi PLC Dealer (DLR-0159),Dealer,Delhi,Delhi,"H.No. 95, Loyal Ganj, Chittoor-896505",557287,Oliver Sabharwal,4949461047,28.576556,77.230257,True,OK,
DLR-0160,Suri-Varghese Dealer (DLR-0160),Dealer,Delhi,Delhi,"H.No. 78, Mall Ganj, Jodhpur 344542",789247,Onveer Pal,6958649743,28.614192,77.222806,True,OK,
DLR-0161,"Chander, Gade and Tailor Dealer (DLR-0161)",Dealer,Nagpur,Maharashtra,"H.No. 10, Varghese, Berhampur 132776",787480,Priya Desai,8068075290,21.186033,79.132974,True,OK,
DLR-0162,"Kapoor, Sangha and Kata Dealer (DLR-0162)",Dealer,Delhi,Delhi,"61/51, Divan Circle, Ongole-908152",875907,Om Konda,9751968560,28.596873,77.271792,True,OK,
DLR-0163,Chopra LLC Dealer (DLR-0163),Dealer,Hyderabad,Telangana,"823, Kaul Road, Bareilly 443857",760760,Arin Modi,265937737,17.387723,78.437515,True,OK,
DLR-0164,"Tiwari, Singh and Mandal Dealer (DLR-0164)",Dealer,Pune,Maharashtra,"55, Bose Zila, Kadapa 749732",526411,Warda Apte,1998636889,18.517592,73.925282,True,OK,
DLR-0165,Chaudhary-Vig Dealer (DLR-0165),Dealer,Ahmedabad,Gujarat,"11/92, Bala Marg, Varanasi-791861",38653,Kashish Chahal,915153839507,23.041907,72.616517,True,OK,
DLR-0166,Ratta LLC Dealer (DLR-0166),Dealer,Bengaluru,Karnataka,"H.No. 022, Shere Road, Bhopal-033637",510305,Mitali Shankar,2469153787,13.02792,77.586912,True,OK,
DLR-0167,"Sarin, Deol and Bhatt Dealer (DLR-0167)",Dealer,Bengaluru,Karnataka,"254, Rout Street, Ujjain-684178",176727,Amol Soman,5805870302,12.960192,77.575818,True,OK,
DLR-0169,"Dayal, Banerjee and Deep Dealer (DLR-0169)",Dealer,Chennai,Tamil Nadu,"H.No. 67, Mittal, Maheshtala-769639",818148,Sanaya Savant,916781038591,13.084713,80.23007,True,OK,
DLR-0170,Mallick-Pall Dealer (DLR-0170),Dealer,Pune,Maharashtra,"21, Dutta Marg, Srinagar-627302",392057,Zehaan Roy,919163710592,18.496414,73.848574,True,OK,
DLR-0171,Narain-Parmer Dealer (DLR-0171),Dealer,Hyderabad,Telangana,"80, Dubey Path, Singrauli 099675",853852,Vinaya Halder,1515695092,17.384646,78.451716,True,OK,
DLR-0172,"Shroff, Mani and Morar Dealer (DLR-0172)",Dealer,Kolkata,West Bengal,"74, Srinivasan Nagar, Pali 842892",820909,Girindra Narayan,4697845633,22.538216,88.296795,True,OK,
DLR-0173,"Gole, Nigam and Sabharwal Dealer (DLR-0173)",Dealer,Chennai,Tamil Nadu,"45, Rout Marg, Haridwar 206303",924502,Widisha Badal,918000264480,13.082254,80.276904,True,OK,
DLR-0174,Seth and Sons Dealer (DLR-0174),Dealer,Bengaluru,Karnataka,"34/28, Banik Chowk, Mahbubnagar-777335",966574,Gaurika Parsa,3220572075,12.931756,77.537582,True,OK,
DLR-0175,"Raja, Kanda and Ratta Dealer (DLR-0175)",Dealer,Pune,Maharashtra,"79/40, Arora Circle, Alwar-690575",729239,Pallavi Nanda,4030871042,18.496037,73.882619,True,OK,
DLR-0176,"Tak, Sarna and Rout Dealer (DLR-0176)",Dealer,Indore,Madhya Pradesh,"H.No. 299, Sidhu, Rajpur Sonarpur-407691",678142,Tarak Sathe,8970438913,22.7577,75.910983,True,OK,
DLR-0177,Dora Ltd Dealer (DLR-0177),Dealer,Surat,Gujarat,"15, Mander Circle, Rewa-235281",743887,Tristan Borde,915851978081,21.1178,72.885874,True,OK,
DLR-0178,Madan-Sharaf Dealer (DLR-0178),Dealer,Pune,Maharashtra,"144, Wason Zila, Bongaigaon 261373",48655,Manya Panchal,9799594295,18.485569,73.897056,True,OK,
DLR-0180,Deep Inc Dealer (DLR-0180),Dealer,Indore,Madhya Pradesh,"H.No. 498, Vasa Marg, Panvel 910346",158421,Anamika Patla,2509060112,22.648642,75.88108,False,OK,
DLR-0181,Ratti Inc Dealer (DLR-0181),Dealer,Amritsar,Punjab,"84, Mane, Ramgarh-723570",442656,Warjas Acharya,1891026411,31.68668,74.825879,True,OK,
DLR-0182,Pant-Pingle Dealer (DLR-0182),Dealer,Bengaluru,Karnataka,"522, Setty Ganj, Ambarnath 627584",768418,Farhan Dyal,8807693517,12.932618,77.606869,True,OK,
DLR-0183,Nigam LLC Dealer (DLR-0183),Dealer,Kolkata,West Bengal,"47/72, Naidu Circle, South Dumdum-289198",750357,Falguni Subramanian,8314931746,22.617319,88.338127,True,OK,
DLR-0184,Date Inc Dealer (DLR-0184),Dealer,Chandigarh,Haryana,"H.No. 25, Sastry Circle, Karaikudi 596092",798189,Warda Kari,839662822,30.722736,76.85311,True,CORRECTED,
DLR-0185,Ramesh-Mohan Dealer (DLR-0185),Dealer,Kolkata,West Bengal,"378, Mall Path, Amravati 516832",66402,Vanya Bhandari,4577598652,22.622875,88.289648,True,OK,
DLR-0186,"Dugar, Acharya and Pingle Dealer (DLR-0186)",Dealer,Guwahati,Assam,"74/65, Bala Nagar, Gorakhpur-251881",556301,Chatura Puri,912274550,26.115974,91.774185,True,OK,
DLR-0187,"Sankar, Narula and Wadhwa Dealer (DLR-0187)",Dealer,Jaipur,Rajasthan,"H.No. 659, Patla Street, Shimoga 850887",333505,Anmol Korpal,915456182326,26.89105,75.742625,True,OK,
DLR-0188,"Vora, Bail and Sachar Dealer (DLR-0188)",Dealer,Indore,Madhya Pradesh,"879, Gokhale Zila, Dharmavaram-799791",675035,Samaksh Sule,183258063,22.756887,75.886772,True,OK,
DLR-0189,Viswanathan Group Dealer (DLR-0189),Dealer,Ahmedabad,Gujarat,"79/42, Gill, Siliguri-212577",515026,Abha Bawa,914630576905,23.031741,72.497735,True,OK,
DLR-0190,Nadkarni Ltd Dealer (DLR-0190),Dealer,Varanasi,Uttar Pradesh,"H.No. 59, Khare Nagar, Siwan-712061",917901,Akshay Pathak,917317759460,25.388244,82.983874,True,OK,
DLR-0191,"Nagar, Balay and Edwin Dealer (DLR-0191)",Dealer,Visakhapatnam,Andhra Pradesh,"H.No. 50, Anand Street, Jaipur-916933",972917,Bhavini Wason,911384813757,17.696649,83.201492,True,OK,
DLR-0192,"Venkataraman, Mody and Prabhu Dealer (DLR-0192)",Dealer,Amritsar,Punjab,"80/79, Narayanan Street, Bilaspur 009244",651967,Dayamai Patil,2545494008,31.571111,74.852773,True,OK,
DLR-0193,Saha-Ramesh Dealer (DLR-0193),Dealer,Chennai,Tamil Nadu,"635, Bala Zila, Salem-292108",818879,Yashvi Lata,8476947618,13.148586,80.29057,True,OK,
DLR-0194,Gill and Sons Dealer (DLR-0194),Dealer,Delhi,Delhi,"05/52, Puri, Rajpur Sonarpur 646234",934088,Ojasvi Lad,4546116551,28.638209,77.156069,True,OK,
DLR-0195,"Divan, Sidhu and Krishnan Dealer (DLR-0195)",Dealer,Ahmedabad,Gujarat,"H.No. 57, Buch Marg, Kamarhati 995874",676096,Baljiwan Manda,915801883214,22.953797,72.523858,True,OK,
DLR-0196,Ramesh LLC Dealer (DLR-0196),Dealer,Hyderabad,Telangana,"614, Sha Zila, Begusarai 429577",669641,Yash Char,917151058864,17.342606,78.454448,True,OK,
DLR-0197,Kara LLC Dealer (DLR-0197),Dealer,Kolkata,West Bengal,"548, Palla Street, Dehri-752237",616970,Damyanti Rout,7723369180,22.553067,88.286674,True,OK,
DLR-0199,Badal Group Dealer (DLR-0199),Dealer,Hyderabad,Telangana,"03, Bakshi Ganj, Morbi-272200",97109,Vincent Dugar,912104377565,17.420048,78.469233,True,OK,
DLR-0200,Sridhar-Shukla Dealer (DLR-0200),Dealer,Delhi,Delhi,"540, Palan, Thoothukudi-133240",97625,Robert Parmer,7752886622,28.666398,77.177763,True,OK,
DLR-0201,Tata-Devan Dealer (DLR-0201),Dealer,Jaipur,Rajasthan,"H.No. 15, Dugal, Amritsar 730077",164618,Wakeeta Bhargava,1466690648,26.862815,75.799139,True,OK,
DLR-0202,Dutta LLC Dealer (DLR-0202),Dealer,Delhi,Delhi,"88, Vyas Road, Tenali-197685",259771,Jagdish Dhar,910455954400,28.644246,77.202261,True,OK,
DLR-0203,Nori-Chatterjee Dealer (DLR-0203),Dealer,Mangaluru,Karnataka,"06, Kurian Ganj, Chapra-198704",315934,Jatin Brahmbhatt,9662984023,12.906178,74.904001,True,OK,
DLR-0204,"Chadha, Sagar and Samra Dealer (DLR-0204)",Dealer,Bengaluru,Karnataka,"36/26, Saran Path, Burhanpur-694542",697889,Timothy Golla,796602963,12.946336,77.60424,True,OK,
DLR-0205,"Gokhale, Dayal and Kapur Dealer (DLR-0205)",Dealer,Kolkata,West Bengal,"15, Shetty Zila, Bokaro-409512",909556,Nandini Ray,918306476752,22.505562,88.29917,True,OK,
DLR-0206,Solanki PLC Dealer (DLR-0206),Dealer,Visakhapatnam,Andhra Pradesh,"35, Taneja, Adoni 286701",124183,Amara Kapoor,3617309443,17.663914,83.26984,True,OK,
DLR-0207,Iyer PLC Dealer (DLR-0207),Dealer,Hyderabad,Telangana,"H.No. 122, Mukherjee Marg, Bongaigaon 688116",264856,Charles Bhandari,910603188360,17.43162,78.538842,True,OK,
DLR-0208,Singhal PLC Dealer (DLR-0208),Dealer,Delhi,Delhi,"H.No. 82, Handa Marg, Sangli-Miraj & Kupwad-724641",40086,Saanvi Karpe,919996921753,28.629971,77.197847,True,OK,
DLR-0209,Mody-Aggarwal Dealer (DLR-0209),Dealer,Jaipur,Rajasthan,"H.No. 69, Lall Marg, Sri Ganganagar 005545",991927,Peter Karan,913042814356,26.940616,75.721618,True,OK,
DLR-0210,Thakkar Inc Dealer (DLR-0210),Dealer,Mumbai,Maharashtra,"46/014, Prashad Path, Guwahati 784015",916992,Vedhika Baria,9482916986,19.131574,72.824828,True,OK,
DLR-0211,Batta and Sons Dealer (DLR-0211),Dealer,Pune,Maharashtra,"H.No. 851, Dutta Road, Bhavnagar 005727",527750,Divya Kade,781482700,18.544023,73.790138,True,OK,
DLR-0212,Tank and Sons Dealer (DLR-0212),Dealer,Visakhapatnam,Andhra Pradesh,"H.No. 16, Ganesan Chowk, Silchar 158328",551567,Chanchal Nagi,915540541475,17.744917,83.204577,True,OK,
DLR-0213,"Balay, Bhandari and Sheth Dealer (DLR-0213)",Dealer,Delhi,Delhi,"74/878, Dixit Ganj, Karnal 615677",465781,Fariq Kari,3545227912,28.594078,77.250935,True,OK,
DLR-0214,"Saraf, Bhalla and Anne Dealer (DLR-0214)",Dealer,Bhopal,Madhya Pradesh,"667, Contractor Marg, Saharsa-005459",485876,Aarna Nanda,916687566900,23.246041,77.359415,True,OK,
DLR-0215,Loyal-Sampath Dealer (DLR-0215),Dealer,Mumbai,Maharashtra,"H.No. 022, Chanda Ganj, Tiruchirappalli-398587",264907,Fiyaz Mallick,8687920602,19.007779,72.89818,True,OK,
DLR-0216,Om-Saxena Dealer (DLR-0216),Dealer,Kolkata,West Bengal,"52/122, Khurana Street, Ludhiana-897709",458679,Yashasvi Patil,911022746460,22.549464,88.347287,True,OK,
DLR-0217,Bajwa-Kapoor Dealer (DLR-0217),Dealer,Mumbai,Maharashtra,"H.No. 655, Bhattacharyya Street, Imphal-384601",328117,Kritika Bhargava,2910770007,19.040051,72.908892,True,OK,
DLR-0218,"Balakrishnan, Badal and Master Dealer (DLR-0218)",Dealer,Jaipur,Rajasthan,"H.No. 33, Manne Circle, Thane-160242",621590,Logan Varma,8663381245,26.906846,75.780753,True,OK,
DLR-0219,Bir-Bajaj Dealer (DLR-0219),Dealer,Jaipur,Rajasthan,"71/595, Dora Zila, Allahabad-723731",1620,Nathan Choudhury,3976427675,26.942787,75.776933,True,OK,
DLR-0220,Parsa-Pandit Dealer (DLR-0220),Dealer,Bengaluru,Karnataka,"139, Rau Circle, Ludhiana 108526",530180,Riya Mohanty,917759753082,12.922188,77.64407,True,OK,
DLR-0221,Nanda Ltd Dealer (DLR-0221),Dealer,Delhi,Delhi,"36/520, Agate Zila, Amritsar-196919",897908,Nandini Ray,489552680,28.558824,77.248645,True,OK,
DLR-0222,Grewal Ltd Dealer (DLR-0222),Dealer,Jaipur,Rajasthan,"H.No. 922, Handa Chowk, Bongaigaon-707517",331487,Ishaan Verma,9180759042,26.841544,75.750346,True,OK,
DLR-0223,"Wali, Som and Rama Dealer (DLR-0223)",Dealer,Delhi,Delhi,"690, Tailor Nagar, Bhatpara-332924",798330,Logan Cheema,6398932590,28.643906,77.273478,True,OK,
DLR-0224,"Bajaj, Tailor and Panchal Dealer (DLR-0224)",Dealer,Kolkata,West Bengal,"60, Mital Circle, Dharmavaram 230227",49569,Agastya Ratti,2389953513,22.506812,88.384041,True,OK,
DLR-0225,Dave-Upadhyay Dealer (DLR-0225),Dealer,Jaipur,Rajasthan,"65/696, Uppal Street, Bhusawal 728268",522511,Anay Bhatnagar,211406270,26.935069,75.722791,True,OK,
DLR-0226,"Sabharwal, Naik and Ganguly Dealer (DLR-0226)",Dealer,Kolkata,West Bengal,"26/69, Sha Street, Gudivada 250292",239590,Irya Brar,914204128008,22.586156,88.292546,True,OK,
DLR-0227,Ganesan PLC Dealer (DLR-0227),Dealer,Delhi,Delhi,"H.No. 562, Hayre Nagar, Muzaffarpur-102536",707605,Yadavi Mukherjee,609531234,28.576921,77.276116,True,OK,
DLR-0229,"Solanki, Mall and Ranganathan Dealer (DLR-0229)",Dealer,Lucknow,Uttar Pradesh,"H.No. 19, Mitra Path, Dharmavaram 690921",771272,Kalpit Pandit,8477747968,26.783034,81.020113,True,OK,
DLR-0230,"Mittal, Grewal and D’Alia Dealer (DLR-0230)",Dealer,Kochi,Kerala,"H.No. 941, Jaggi Street, Hazaribagh-874447",638269,Vinaya Kibe,7638228525,9.954655,76.299781,True,OK,
DLR-0231,Sur LLC Dealer (DLR-0231),Dealer,Pune,Maharashtra,"H.No. 334, Keer Ganj, Latur-467555",556730,Avi Dara,916186519269,18.565495,73.829044,True,OK,
DLR-0232,Borde Group Dealer (DLR-0232),Dealer,Surat,Gujarat,"069, Khanna Ganj, Bally 015750",523821,Azaan Sha,4634690940,21.232606,72.814779,True,OK,
DLR-0233,"Bhat, Jaggi and Bala Dealer (DLR-0233)",Dealer,Bengaluru,Karnataka,"H.No. 310, Mandal Zila, Bihar Sharif-949615",767212,Ojasvi Krishna,1085385722,12.914191,77.567873,True,OK,
DLR-0234,Majumdar-Keer Dealer (DLR-0234),Dealer,Jaipur,Rajasthan,"93/75, Deep Street, Farrukhabad 289585",542704,Ekavir Pal,8503259337,26.841655,75.740569,True,OK,
DLR-0235,"De, Pillay and Sama Dealer (DLR-0235)",Dealer,Jaipur,Rajasthan,"H.No. 208, Patel Zila, Indore 842785",102158,Tarak Dugal,913384169959,26.880066,75.80703,True,OK,
DLR-0236,Tella-Narasimhan Dealer (DLR-0236),Dealer,Bhubaneswar,Orissa,"H.No. 06, Dhar Ganj, Ambala-515400",288360,Ekbal Khurana,914955878937,20.283185,85.865118,True,CORRECTED,
DLR-0237,"Tiwari, Ramaswamy and Sethi Dealer (DLR-0237)",Dealer,Mangaluru,Karnataka,"24/24, Prabhu Ganj, Visakhapatnam 208866",403497,Bhavani Prashad,1123376883,12.944635,74.899073,True,OK,
DLR-0238,"Mutti, Sahota and Saini Dealer (DLR-0238)",Dealer,Ahmedabad,Gujarat,"H.No. 54, Divan, Proddatur 449420",190126,Aarnav More,5433727008,22.986244,72.50753,True,OK,
DLR-0239,Kari Group Dealer (DLR-0239),Dealer,Surat,Gujarat,"H.No. 05, Gola Street, Mumbai-087311",330797,Arya Deshpande,914325302148,21.153937,72.896626,True,OK,
DLR-0240,"Hora, Dani and Kurian Dealer (DLR-0240)",Dealer,Delhi,Delhi,"76, Sanghvi Path, Kishanganj 346879",43383,Samaksh Minhas,913690682757,28.566201,77.251973,True,OK,
DLR-0241,"Solanki, Srivastava and Sandal Dealer (DLR-0241)",Dealer,Varanasi,Uttar Pradesh,"H.No. 738, Aurora Ganj, Bellary-527706",99165,Vanya Prasad,8488820207,25.340981,82.904036,True,OK,
DLR-0242,"Yohannan, Vora and Dhaliwal Dealer (DLR-0242)",Dealer,Visakhapatnam,Andhra Pradesh,"718, Rattan Path, Pondicherry 715808",239993,Vedhika Rai,4456526059,17.678636,83.219668,True,OK,
DLR-0243,Sachdev PLC Dealer (DLR-0243),Dealer,Pune,Maharashtra,"67/38, Bhakta Chowk, Anantapuram-893925",644137,Zansi Chauhan,9800958444,18.549496,73.782012,True,OK,
DLR-0244,Kaur-Thaman Dealer (DLR-0244),Dealer,Bhopal,Madhya Pradesh,"H.No. 884, Chandra Street, Bhiwani-554203",516596,Hemal Mutti,4459761115,23.20481,77.370642,True,OK,
DLR-0245,Dube Ltd Dealer (DLR-0245),Dealer,Bengaluru,Karnataka,"739, Choudhry Marg, Deoghar 118632",919542,Anvi Kapur,2721254025,12.910371,77.540388,True,OK,
DLR-0246,Wali-Pillay Dealer (DLR-0246),Dealer,Delhi,Delhi,"45/393, Dasgupta Zila, Jalgaon 662729",6200,Chakradhar Sinha,914373836829,28.59509,77.232322,True,OK,
DLR-0247,"Butala, Tripathi and Nair Dealer (DLR-0247)",Dealer,Nagpur,Maharashtra,"06/24, Misra, Pune 015880",861844,Ikshita Cheema,913130903039,21.215422,79.079303,True,OK,
DLR-0248,Mangal PLC Dealer (DLR-0248),Dealer,Delhi,Delhi,"H.No. 58, Deep Zila, Jammu-905083",296519,Vrishti Pandey,7738995487,28.586699,77.25612,True,OK,
DLR-0249,"Merchant, Ahluwalia and Bhardwaj Dealer (DLR-0249)",Dealer,Patna,Bihar,"923, Oak Circle, Bharatpur-171704",884022,Gayathri Narasimhan,917575881453,25.581732,85.186979,True,OK,
DLR-0250,Lall Ltd Dealer (DLR-0250),Dealer,Bengaluru,Karnataka,"36/284, Das Zila, Rewa 757151",472893,Falan Kanda,2758782016,13.004567,77.570737,True,OK,
DLR-0251,"Kapur, Verma and Sankar Dealer (DLR-0251)",Dealer,Mumbai,Maharashtra,"H.No. 376, Kala Circle, Rampur-279438",793247,Jack Dasgupta,58561724,19.136206,72.951487,True,OK,
DLR-0252,Dayal-Dar Dealer (DLR-0252),Dealer,Lucknow,Uttar Pradesh,"302, Ganesan Circle, Aizawl 670308",910749,Aashi Bose,917040793600,26.805992,81.006213,True,OK,
DLR-0253,"Cherian, Singh and Pillay Dealer (DLR-0253)",Dealer,Delhi,Delhi,"H.No. 399, Kari Road, Agartala 336998",513819,Yatan Devi,3279001179,28.631707,77.137511,True,OK,
DLR-0254,Parmar-Murthy Dealer (DLR-0254),Dealer,Amritsar,Punjab,"H.No. 21, Batra Marg, Srinagar 728452",126429,Theodore Parmer,914680175684,31.569439,74.955297,True,OK,
DLR-0255,"Prasad, Chopra and Dave Dealer (DLR-0255)",Dealer,Delhi,Delhi,"H.No. 32, Bera Path, Bilaspur-008837",844808,Praneel Patel,910722435914,28.565962,77.217021,True,OK,
DLR-0256,Mand-Bumb Dealer (DLR-0256),Dealer,Delhi,Delhi,"H.No. 25, Thaman Chowk, Bhimavaram 386153",58275,Ekalinga Hans,5540553741,28.61407,77.196889,True,OK,
DLR-0257,"Sankaran, Rajagopal and Sidhu Dealer (DLR-0257)",Dealer,Delhi,Delhi,"56/58, Mahal Chowk, Bidar-862802",902734,Ekta Viswanathan,3364084571,28.569402,77.196524,True,OK,
DLR-0259,Vala PLC Dealer (DLR-0259),Dealer,Guwahati,Assam,"51/66, Mammen Nagar, Chittoor 294967",883259,Unni Samra,5156896796,26.141286,91.80842,True,OK,
DLR-0260,Desai-Nagarajan Dealer (DLR-0260),Dealer,Hyderabad,Telangana,"H.No. 85, Bhavsar Ganj, Thrissur-051521",537942,Ekiya Sura,910035536357,17.380779,78.474324,True,OK,
DLR-0261,"Modi, Luthra and Agrawal Dealer (DLR-0261)",Dealer,Kolkata,West Bengal,"94/83, Peri Street, Pondicherry-352625",70517,Udyati Walla,2804875429,22.522397,88.433832,True,OK,
DLR-0262,Sarma Ltd Dealer (DLR-0262),Dealer,Bhopal,Madhya Pradesh,"617, Mani, Aurangabad-197755",979891,Unni Khare,8639805268,23.248535,77.346611,True,OK,
DLR-0263,Shere-Jaggi Dealer (DLR-0263),Dealer,Chennai,Tamil Nadu,"H.No. 662, Andra Street, Belgaum 701009",234548,Priya Singhal,7958526965,13.087362,80.277821,True,OK,
DLR-0264,Nazareth-Batra Dealer (DLR-0264),Dealer,Hyderabad,Telangana,"53/027, Dayal Street, Nanded-620406",276058,Ayushman Loyal,4130446766,17.357014,78.453258,True,OK,
DLR-0265,"Bala, Loyal and Atwal Dealer (DLR-0265)",Dealer,Kolkata,West Bengal,"H.No. 13, Salvi Nagar, Medininagar 244699",345557,Nisha Wason,7801493323,22.547962,88.396541,True,OK,
DLR-0267,"Dugar, Merchant and De Dealer (DLR-0267)",Dealer,Hyderabad,Telangana,"06, Ahluwalia Path, Bhubaneswar 430513",733206,Arunima Comar,8595887365,17.371242,78.473285,True,OK,
DLR-0268,Rattan-Raju Dealer (DLR-0268),Dealer,Indore,Madhya Pradesh,"26/840, Buch Zila, Vadodara 465455",810121,Mohini Mangal,6372753323,22.702285,75.826967,False,OK,
DLR-0269,Kunda-Ahuja Dealer (DLR-0269),Dealer,Mumbai,Maharashtra,"H.No. 392, Ram, Morbi-763560",803295,Ekanta Wagle,625759205,19.131495,72.952112,True,OK,
DLR-0270,"Walia, Parmer and Dhawan Dealer (DLR-0270)",Dealer,Vadodara,Gujarat,"226, Kothari Road, Motihari 326862",546943,Madhav Edwin,913894049601,22.258332,73.221969,False,OK,
DLR-0271,Atwal Group Dealer (DLR-0271),Dealer,Bhopal,Madhya Pradesh,"43/25, Boase Circle, Guntakal-236632",811539,Sanaya Gade,5721364009,23.295263,77.388243,True,OK,
DLR-0272,"Mohan, Chad and Gokhale Dealer (DLR-0272)",Dealer,Surat,Gujarat,"H.No. 19, Merchant Chowk, Morbi 291261",570299,Naksh Nadig,919638849126,21.150999,72.762632,True,OK,
DLR-0273,Issac-Keer Dealer (DLR-0273),Dealer,Hyderabad,Telangana,"515, Mallick Zila, Bhubaneswar-236878",921160,Nitesh Vaidya,5397357657,17.348502,78.482636,True,OK,
DLR-0274,Sarin-Sachar Dealer (DLR-0274),Dealer,Chennai,Tamil Nadu,"H.No. 578, Varkey Circle, Tenali 799529",208098,Elijah Konda,913239987840,13.111774,80.200189,True,OK,
DLR-0275,Tiwari-Lala Dealer (DLR-0275),Dealer,Delhi,Delhi,"732, Sundaram Nagar, Hospet 801968",313272,Warhi Dyal,912833623688,28.628198,77.281947,True,OK,
DLR-0276,Reddy PLC Dealer (DLR-0276),Dealer,Bengaluru,Karnataka,"28, Bali, Dehradun-357257",663267,Janya Agate,5003149249,12.982293,77.618052,True,OK,
DLR-0277,Mandal Ltd Dealer (DLR-0277),Dealer,Delhi,Delhi,"926, Raju Zila, Alappuzha-822600",25438,Anthony Kale,9249678101,28.554233,77.243746,True,OK,
DLR-0278,Saran Group Dealer (DLR-0278),Dealer,Lucknow,Uttar Pradesh,"H.No. 076, Chakraborty Ganj, Guntur 094598",983283,Aradhana Memon,4608363278,26.914345,80.878203,True,OK,
DLR-0279,"Sekhon, Chauhan and Butala Dealer (DLR-0279)",Dealer,Guwahati,Assam,"02, Narula Street, Bareilly-236910",511784,Ishanvi Sehgal,4769694917,26.09583,91.724258,True,OK,
DLR-0280,"Gera, Halder and Patil Dealer (DLR-0280)",Dealer,Pune,Maharashtra,"80, Loke, Jorhat-271527",770786,Faraj Gala,1717869874,18.524786,73.914777,True,OK,
DLR-0281,"Chawla, Kala and Patla Dealer (DLR-0281)",Dealer,Indore,Madhya Pradesh,"774, Madan Chowk, Begusarai-185624",844103,Maanav Nigam,632705920,22.755391,75.923308,True,OK,
DLR-0282,Ramanathan-Munshi Dealer (DLR-0282),Dealer,Delhi,Delhi,"47/10, Sodhi Zila, Chennai-518581",490259,Gunbir Bhatti,912726911490,28.623467,77.257854,True,OK,
DLR-0283,Ramachandran-Chaudry Dealer (DLR-0283),Dealer,Bengaluru,Karnataka,"H.No. 106, Das Zila, Surat-615156",887149,Mohammed Yogi,918929777238,12.92913,77.630727,True,OK,
DLR-0284,Wagle PLC Dealer (DLR-0284),Dealer,Mumbai,Maharashtra,"H.No. 151, Menon, Hubli–Dharwad-222220",803278,Ijaya Buch,1468015429,19.028202,72.875738,True,OK,
DLR-0285,Hayer-Brar Dealer (DLR-0285),Dealer,Bhopal,Madhya Pradesh,"24/460, Bala Zila, Bahraich 542985",693186,Laksh Kaur,913953425975,23.247157,77.398953,True,OK,
DLR-0286,Dani-Sachdeva Dealer (DLR-0286),Dealer,Hyderabad,Telangana,"H.No. 55, Chacko, Sambalpur 482439",507184,Kamya Ravel,7274068633,17.338355,78.438633,True,OK,
DLR-0287,Minhas-Hans Dealer (DLR-0287),Dealer,Kolkata,West Bengal,"500, Naidu Zila, Bhavnagar 172860",107694,Peter Bath,915477067320,22.572377,88.302157,True,OK,
DLR-0288,Boase PLC Dealer (DLR-0288),Dealer,Bengaluru,Karnataka,"12/119, Lad Nagar, Baranagar-744091",904430,Pooja Bhandari,4538163899,12.927892,77.630967,True,OK,
DLR-0289,Dhar Inc Dealer (DLR-0289),Dealer,Delhi,Delhi,"00/037, Kashyap Nagar, Yamunanagar-478788",710508,Priya Dugar,912544100559,28.682614,77.270018,True,OK,
DLR-0292,Sandal-Ramachandran Dealer (DLR-0292),Dealer,Bengaluru,Karnataka,"55/401, Prabhu, Jamnagar 363514",522615,Sneha Sood,917607413852,12.968866,77.632538,True,OK,
DLR-0293,D’Alia-Kamdar Dealer (DLR-0293),Dealer,Bengaluru,Karnataka,"03/84, Bhavsar Zila, Thane 969158",898958,Chatresh Natt,1949744663,13.036616,77.618454,True,OK,
DLR-0294,Shroff-Hayer Dealer (DLR-0294),Dealer,Mumbai,Maharashtra,"62, Cherian Zila, Siliguri 654453",700438,Reyansh Bajwa,8754252612,19.034352,72.921503,True,OK,
DLR-0295,"Krish, Raghavan and Krishnamurthy Dealer (DLR-0295)",Dealer,Pune,Maharashtra,"44, Agarwal Path, Kulti 229162",707833,Laban D’Alia,2418760004,18.586603,73.820403,True,OK,
DLR-0296,Boase-Master Dealer (DLR-0296),Dealer,Indore,Madhya Pradesh,"H.No. 312, Agate Circle, Ramagundam-672180",269830,Farhan Badami,913085718089,22.734045,75.831458,True,OK,
