dealer_id,sale_date,parts_category,units_sold,revenue_inr
DLR-0182,2023-02-03,Body Parts,249,222784.08
DLR-0182,2024-03-06,Cooling System,233,311869.08
DLR-0183,2022-03-30,Suspension,138,645035.97
DLR-0183,2020-12-20,Suspension,361,1500000.0
DLR-0183,2024-09-28,Body Parts,211,1445971.18
DLR-0183,2020-07-29,Body Parts,94,1254668.2
DLR-0183,2024-06-14,Suspension,498,1500000.0
DLR-0183,2024-01-18,Cooling System,231,680701.23
DLR-0183,2024-12-13,Cooling System,226,1196409.95
DLR-0183,2023-05-06,Body Parts,427,997426.74
DLR-0183,2021-10-14,Brakes,320,1405690.48
DLR-0183,2022-02-23,Transmission,112,1001605.82
DLR-0183,2023-03-07,Filters & Fluids,201,888323.99
DLR-0183,2023-07-19,Brakes,240,1277181.58
DLR-0183,2020-12-08,Engine Parts,500,1417991.05
DLR-0183,2022-11-13,Body Parts,310,769295.02
DLR-0183,2022-04-19,Body Parts,319,1024348.22
DLR-0183,2024-08-20,Filters & Fluids,213,605454.93
DLR-0183,2020-03-02,Brakes,102,50000.0
DLR-0183,2024-07-14,Filters & Fluids,229,1134193.05
DLR-0183,2024-06-07,Electrical,193,1305740.25
DLR-0183,2021-05-17,Brakes,120,1160068.06
DLR-0183,2023-09-07,Filters & Fluids,200,231184.08
DLR-0183,2020-10-24,Filters & Fluids,72,902643.24
DLR-0183,2020-01-20,Filters & Fluids,362,118293.94
DLR-0183,2020-01-23,Filters & Fluids,119,1500000.0
DLR-0183,2022-08-11,Filters & Fluids,470,593857.08
DLR-0183,2021-04-21,Brakes,207,1500000.0
DLR-0183,2021-08-03,Suspension,279,1447265.25
DLR-0183,2021-03-21,Brakes,297,671752.05
DLR-0184,2024-01-06,Brakes,303,451180.97
DLR-0184,2023-08-16,Transmission,359,940622.17
DLR-0184,2024-03-28,Transmission,172,546373.07
DLR-0184,2024-07-23,Filters & Fluids,111,858819.93
DLR-0184,2021-02-07,Engine Parts,420,665666.9
DLR-0184,2022-10-08,Cooling System,33,237217.72
DLR-0184,2021-07-16,Transmission,71,88945.55
DLR-0184,2020-09-11,Cooling System,97,899805.8
DLR-0184,2023-05-16,Filters & Fluids,312,639685.94
DLR-0184,2022-02-23,Suspension,305,642480.36
DLR-0184,2020-02-13,Body Parts,19,1054635.07
DLR-0184,2023-08-11,Engine Parts,476,1212235.95
DLR-0184,2022-08-03,Body Parts,77,735060.24
DLR-0184,2024-09-19,Transmission,28,712602.43
DLR-0184,2022-12-28,Engine Parts,182,990047.2
DLR-0184,2023-08-13,Engine Parts,45,377211.26
DLR-0184,2022-08-20,Brakes,434,898640.51
DLR-0184,2024-07-01,Transmission,380,1007122.37
DLR-0184,2021-09-08,Body Parts,172,1049475.97
DLR-0184,2024-03-23,Filters & Fluids,214,185871.61
DLR-0184,2020-06-12,Filters & Fluids,262,573752.76
DLR-0184,2023-06-08,Engine Parts,211,535173.13
DLR-0184,2021-09-03,Cooling System,262,857962.69
DLR-0184,2024-10-04,Brakes,441,983645.71
DLR-0185,2023-06-19,Brakes,24,959210.5
DLR-0185,2021-04-03,Engine Parts,432,481208.28
DLR-0185,2020-01-22,Electrical,63,480582.6
DLR-0185,2021-10-23,Transmission,125,875921.28
DLR-0185,2020-12-14,Brakes,107,671178.47
DLR-0185,2024-01-22,Filters & Fluids,427,904236.36
DLR-0185,2023-01-05,Engine Parts,488,669294.72
DLR-0185,2023-11-10,Engine Parts,142,322292.01
DLR-0185,2024-12-14,Engine Parts,66,280049.19
DLR-0185,2020-04-08,Body Parts,48,227637.06
DLR-0185,2021-06-24,Filters & Fluids,362,758892.44
DLR-0185,2023-06-08,Transmission,148,885263.24
DLR-0185,2023-12-01,Electrical,483,1043846.91
DLR-0185,2020-10-09,Cooling System,71,802345.28
DLR-0185,2020-09-15,Filters & Fluids,451,879081.26
DLR-0185,2020-10-30,Transmission,336,460796.08
DLR-0185,2022-07-04,Brakes,277,322460.2
DLR-0185,2022-12-16,Suspension,305,804019.04
DLR-0185,2022-09-05,Cooling System,153,700243.38
DLR-0185,2021-10-21,Cooling System,125,625786.65
DLR-0185,2020-07-07,Body Parts,402,692969.16
DLR-0185,2021-08-29,Brakes,190,677564.52
DLR-0185,2023-02-17,Suspension,347,908116.05
DLR-0185,2023-08-18,Suspension,365,910796.54
DLR-0185,2020-06-08,Brakes,263,730612.88
DLR-0186,2021-03-11,Engine Parts,353,802992.69
DLR-0186,2021-03-18,Cooling System,429,723375.01
DLR-0186,2022-02-27,Suspension,259,489319.26
DLR-0186,2020-08-02,Filters & Fluids,116,781575.52
DLR-0186,2024-07-25,Filters & Fluids,399,265321.18
DLR-0186,2021-09-30,Cooling System,345,852933.97
DLR-0186,2020-11-11,Brakes,478,313314.49
DLR-0186,2020-09-23,Suspension,479,668592.79
DLR-0186,2022-01-14,Transmission,241,397163.05
DLR-0186,2024-11-12,Suspension,409,732813.36
DLR-0186,2022-03-30,Suspension,45,591857.95
DLR-0186,2021-07-23,Transmission,94,217258.57
DLR-0186,2023-11-06,Body Parts,497,700967.91
DLR-0186,2024-11-16,Brakes,85,461299.01
DLR-0186,2022-08-02,Brakes,391,811475.21
DLR-0186,2020-08-13,Suspension,18,600318.17
DLR-0186,2022-08-01,Electrical,146,694901.04
DLR-0186,2020-02-28,Cooling System,348,370183.45
DLR-0186,2022-12-23,Cooling System,190,458560.26
DLR-0186,2021-06-27,Brakes,484,489926.73
DLR-0187,2020-06-21,Filters & Fluids,230,1500000.0
DLR-0187,2021-03-10,Electrical,213,1500000.0
DLR-0187,2022-10-25,Transmission,270,1016896.95
DLR-0187,2021-11-14,Engine Parts,235,1500000.0
DLR-0187,2021-07-12,Filters & Fluids,60,198193.55
DLR-0187,2020-04-10,Transmission,384,783486.36
DLR-0187,2022-05-15,Suspension,160,924732.93
DLR-0187,2021-01-22,Transmission,100,688494.79
DLR-0187,2023-05-01,Body Parts,281,549846.97
DLR-0187,2023-05-29,Cooling System,275,1500000.0
DLR-0187,2022-06-06,Brakes,358,1371559.38
DLR-0187,2020-04-12,Suspension,500,1500000.0
DLR-0187,2020-08-15,Suspension,68,1500000.0
DLR-0187,2020-04-18,Engine Parts,304,1500000.0
DLR-0187,2021-06-29,Suspension,43,1500000.0
DLR-0187,2022-12-25,Brakes,151,1458280.63
DLR-0187,2021-04-08,Transmission,210,787803.97
DLR-0187,2022-03-15,Brakes,122,1500000.0
DLR-0187,2024-02-12,Body Parts,263,1146532.72
DLR-0187,2021-02-25,Electrical,412,938642.22
DLR-0187,2021-02-20,Filters & Fluids,336,1393249.27
DLR-0187,2021-08-12,Body Parts,385,952313.45
DLR-0187,2020-01-07,Brakes,104,1249541.77
DLR-0187,2022-10-27,Cooling System,388,1500000.0
DLR-0187,2021-09-17,Suspension,97,1500000.0
DLR-0187,2021-10-07,Brakes,95,961301.96
DLR-0187,2021-01-18,Filters & Fluids,470,1207376.78
DLR-0187,2022-07-21,Electrical,16,1500000.0
DLR-0188,2022-05-26,Filters & Fluids,20,1258488.05
DLR-0188,2020-12-29,Body Parts,461,1500000.0
DLR-0188,2020-06-06,Electrical,357,1500000.0
DLR-0188,2024-04-06,Engine Parts,314,1500000.0
DLR-0188,2021-12-22,Cooling System,308,467095.21
DLR-0188,2020-01-03,Cooling System,457,1370821.35
DLR-0188,2021-05-21,Cooling System,66,1027695.14
DLR-0188,2020-04-02,Engine Parts,300,818587.64
DLR-0188,2023-10-24,Body Parts,437,1120566.44
DLR-0188,2021-04-12,Electrical,396,1446988.84
DLR-0188,2020-10-27,Brakes,61,1260349.27
DLR-0188,2021-09-15,Filters & Fluids,241,681041.0
DLR-0188,2022-10-01,Filters & Fluids,289,1361832.74
DLR-0188,2021-06-11,Cooling System,139,782213.23
DLR-0188,2022-01-16,Cooling System,16,1141006.91
DLR-0188,2024-08-22,Filters & Fluids,164,922592.97
DLR-0188,2023-12-25,Filters & Fluids,466,958076.17
DLR-0188,2022-11-26,Cooling System,67,1371822.05
DLR-0188,2021-07-06,Engine Parts,85,613118.64
DLR-0188,2022-04-20,Suspension,347,1500000.0
DLR-0188,2020-10-17,Filters & Fluids,264,285143.85
DLR-0188,2020-03-04,Suspension,305,798979.57
DLR-0188,2024-02-26,Transmission,194,1205488.99
DLR-0188,2021-02-26,Brakes,109,1295411.95
DLR-0188,2022-02-12,Brakes,150,1007800.2
DLR-0188,2024-12-01,Cooling System,500,1025895.9
DLR-0188,2024-11-29,Electrical,145,1222431.04
DLR-0189,2024-12-23,Filters & Fluids,210,442441.45
DLR-0189,2023-04-21,Transmission,493,759170.35
DLR-0189,2021-07-19,Body Parts,107,651173.08
DLR-0189,2020-03-25,Filters & Fluids,437,657700.75
DLR-0189,2023-06-08,Brakes,231,299099.44
DLR-0189,2024-06-16,Cooling System,300,472019.26
DLR-0189,2024-06-11,Filters & Fluids,157,428909.14
DLR-0189,2020-08-13,Engine Parts,265,291407.73
DLR-0189,2023-11-04,Electrical,248,557732.02
DLR-0189,2023-10-26,Electrical,277,382659.08
DLR-0189,2021-08-16,Electrical,165,615303.75
DLR-0189,2022-09-24,Body Parts,43,278812.65
DLR-0189,2024-06-25,Body Parts,17,822712.92
DLR-0189,2022-07-18,Engine Parts,121,312715.13
DLR-0189,2021-08-02,Brakes,37,530263.96
DLR-0189,2022-09-27,Body Parts,12,641912.57
DLR-0189,2022-05-31,Filters & Fluids,348,376225.12
DLR-0189,2024-09-04,Engine Parts,35,653731.39
DLR-0189,2021-05-29,Electrical,189,247809.2
DLR-0189,2024-12-04,Body Parts,412,770662.95
DLR-0189,2024-10-25,Electrical,498,490259.11
DLR-0189,2020-06-25,Body Parts,83,371199.78
DLR-0189,2024-02-10,Suspension,231,429159.55
DLR-0189,2023-04-13,Brakes,158,645239.26
DLR-0189,2021-03-24,Engine Parts,252,373531.22
DLR-0190,2021-05-24,Transmission,226,735269.77
DLR-0190,2022-03-28,Brakes,467,956954.63
DLR-0190,2021-06-19,Body Parts,315,555675.91
DLR-0190,2021-09-28,Electrical,298,1500000.0
DLR-0190,2022-06-11,Filters & Fluids,421,812114.27
DLR-0190,2023-03-30,Electrical,359,1399279.05
DLR-0190,2024-04-21,Suspension,138,1137977.44
DLR-0190,2020-10-04,Transmission,293,636495.7
DLR-0190,2021-02-12,Body Parts,166,1047499.02
DLR-0190,2020-06-24,Body Parts,300,1379281.17
DLR-0190,2023-07-10,Cooling System,289,970930.24
DLR-0190,2021-01-10,Transmission,410,1500000.0
DLR-0190,2024-11-28,Transmission,59,1479036.46
DLR-0190,2020-10-10,Cooling System,365,1435944.24
DLR-0190,2021-10-03,Filters & Fluids,249,856944.16
DLR-0190,2021-12-26,Transmission,248,596466.17
DLR-0190,2022-05-11,Transmission,246,792293.21
DLR-0190,2020-02-26,Engine Parts,500,1132421.2
DLR-0190,2024-04-19,Transmission,55,1279230.42
DLR-0190,2024-03-27,Electrical,324,137940.01
DLR-0190,2021-09-11,Suspension,307,1046592.46
DLR-0190,2022-11-14,Filters & Fluids,75,1116397.47
DLR-0190,2023-06-25,Body Parts,37,933431.41
DLR-0190,2024-03-26,Transmission,74,1500000.0
DLR-0190,2022-04-05,Engine Parts,246,1227147.63
DLR-0191,2022-07-31,Engine Parts,53,1500000.0
DLR-0191,2020-04-22,Body Parts,434,1370423.69
DLR-0191,2023-08-23,Brakes,180,1500000.0
DLR-0191,2023-05-02,Brakes,430,1500000.0
DLR-0191,2021-08-18,Cooling System,363,1500000.0
DLR-0191,2021-11-09,Engine Parts,72,844715.04
DLR-0191,2024-02-25,Engine Parts,369,1347794.35
DLR-0191,2021-02-23,Electrical,297,1292901.18
DLR-0191,2024-02-25,Cooling System,79,1500000.0
DLR-0191,2021-04-02,Electrical,164,1500000.0
DLR-0191,2023-07-10,Body Parts,378,996664.4
DLR-0191,2020-01-14,Cooling System,329,1500000.0
DLR-0191,2023-11-09,Suspension,68,288043.6
DLR-0191,2020-05-17,Engine Parts,88,1500000.0
DLR-0191,2023-05-21,Brakes,276,1192575.46
DLR-0191,2020-07-17,Suspension,114,1500000.0
DLR-0191,2020-07-31,Cooling System,22,1314210.17
DLR-0191,2024-09-01,Cooling System,210,1500000.0
DLR-0191,2020-04-23,Brakes,163,50000.0
DLR-0191,2022-04-08,Cooling System,104,1490033.79
DLR-0191,2024-08-06,Suspension,440,1436508.75
DLR-0191,2024-10-02,Body Parts,430,1227818.17
DLR-0191,2023-06-08,Cooling System,449,1500000.0
DLR-0191,2023-09-09,Brakes,231,967602.32
DLR-0191,2020-10-26,Engine Parts,104,1500000.0
DLR-0191,2020-10-17,Suspension,97,1500000.0
DLR-0191,2022-11-13,Suspension,253,1500000.0
DLR-0191,2022-09-10,Body Parts,158,1099686.55
DLR-0192,2023-04-20,Cooling System,198,344571.06
DLR-0192,2023-09-29,Body Parts,210,701233.63
DLR-0192,2022-03-01,Brakes,247,570437.66
DLR-0192,2022-05-03,Transmission,85,186237.22
DLR-0192,2020-02-27,Body Parts,244,382335.52
DLR-0192,2020-09-03,Transmission,15,562844.62
DLR-0192,2023-04-03,Body Parts,27,650864.02
DLR-0192,2023-08-14,Cooling System,31,355050.02
DLR-0192,2021-12-27,Electrical,249,50000.0
DLR-0192,2024-12-12,Cooling System,151,589528.52
DLR-0192,2020-01-19,Electrical,193,249537.47
DLR-0192,2022-10-22,Suspension,188,94118.93
DLR-0192,2023-12-17,Transmission,272,50000.0
DLR-0192,2020-05-08,Electrical,345,646226.27
DLR-0192,2020-11-06,Filters & Fluids,345,512580.4
DLR-0192,2024-01-12,Filters & Fluids,245,443497.01
DLR-0192,2024-01-04,Electrical,152,758359.75
DLR-0192,2024-05-26,Body Parts,482,611778.31
DLR-0192,2022-03-17,Brakes,479,802678.51
DLR-0192,2024-09-14,Cooling System,202,215916.58
DLR-0192,2022-08-24,Electrical,304,480762.63
DLR-0193,2024-05-07,Body Parts,76,211988.79
DLR-0193,2023-11-30,Filters & Fluids,311,544948.24
DLR-0193,2023-04-04,Filters & Fluids,309,540332.2
DLR-0193,2023-06-18,Transmission,44,750387.27
DLR-0193,2020-04-02,Engine Parts,446,610935.33
DLR-0193,2024-02-09,Electrical,128,749617.71
DLR-0193,2020-07-16,Brakes,265,768825.63
DLR-0193,2023-10-23,Cooling System,175,1117182.88
DLR-0193,2024-04-05,Suspension,405,524328.8
DLR-0193,2024-07-13,Suspension,63,374154.55
DLR-0193,2024-12-08,Electrical,382,659060.07
DLR-0193,2022-02-25,Transmission,482,407452.79
DLR-0193,2020-05-11,Engine Parts,323,955670.58
DLR-0193,2021-05-27,Brakes,29,532027.67
DLR-0193,2024-09-30,Brakes,236,464261.67
DLR-0193,2024-04-12,Filters & Fluids,320,486884.23
DLR-0193,2023-07-16,Engine Parts,482,772420.18
DLR-0193,2020-12-22,Filters & Fluids,65,562140.72
DLR-0193,2023-12-01,Cooling System,203,445999.96
DLR-0193,2020-09-29,Suspension,110,999684.46
DLR-0193,2021-06-01,Cooling System,234,394519.24
DLR-0193,2023-10-22,Body Parts,125,608535.86
DLR-0193,2021-02-16,Electrical,232,756553.48
DLR-0193,2024-07-24,Suspension,54,208479.57
DLR-0193,2023-04-07,Engine Parts,332,715262.52
DLR-0193,2023-10-01,Brakes,114,346774.16
DLR-0193,2020-03-09,Electrical,467,797467.87
DLR-0193,2020-01-11,Filters & Fluids,406,368963.76
DLR-0194,2023-03-09,Brakes,184,1500000.0
DLR-0194,2021-01-14,Cooling System,107,1500000.0
DLR-0194,2024-08-31,Suspension,302,1500000.0
DLR-0194,2024-08-21,Cooling System,266,1403171.49
DLR-0194,2021-12-22,Filters & Fluids,326,1157036.52
DLR-0194,2023-02-18,Electrical,420,981026.02
DLR-0194,2020-05-17,Cooling System,228,1500000.0
DLR-0194,2023-07-04,Transmission,457,918257.44
DLR-0194,2020-05-25,Brakes,75,746096.3
DLR-0194,2024-05-21,Body Parts,61,1500000.0
DLR-0194,2020-08-29,Cooling System,128,868970.23
DLR-0194,2020-04-15,Filters & Fluids,21,790467.62
DLR-0194,2021-04-03,Body Parts,482,538761.83
DLR-0194,2024-08-23,Body Parts,209,1028715.98
DLR-0194,2023-12-11,Filters & Fluids,44,1232815.34
DLR-0194,2024-11-21,Electrical,157,1398976.78
DLR-0194,2020-06-02,Suspension,446,1500000.0
DLR-0194,2022-11-26,Body Parts,214,1500000.0
DLR-0194,2023-06-20,Engine Parts,289,1177655.17
DLR-0194,2023-11-29,Brakes,308,1173920.21
DLR-0194,2022-08-22,Body Parts,344,1500000.0
DLR-0194,2020-03-02,Engine Parts,183,1500000.0
DLR-0194,2022-05-13,Body Parts,112,1339420.24
DLR-0194,2021-11-16,Engine Parts,81,1035743.26
DLR-0194,2021-02-22,Filters & Fluids,483,768638.34
DLR-0194,2024-03-31,Engine Parts,130,537945.32
DLR-0195,2020-05-29,Engine Parts,187,1500000.0
DLR-0195,2020-05-24,Transmission,316,1500000.0
DLR-0195,2024-02-23,Brakes,464,1500000.0
DLR-0195,2023-02-03,Cooling System,494,1209383.68
DLR-0195,2020-09-22,Body Parts,380,1500000.0
DLR-0195,2020-03-26,Brakes,28,1028099.57
DLR-0195,2022-10-14,Suspension,342,1500000.0
DLR-0195,2021-12-18,Transmission,254,1255241.12
DLR-0195,2021-09-13,Suspension,20,964741.11
DLR-0195,2020-04-23,Engine Parts,406,1500000.0
DLR-0195,2024-05-20,Suspension,283,1483914.42
DLR-0195,2023-05-30,Transmission,359,1457056.11
DLR-0195,2023-11-01,Engine Parts,292,1316452.0
DLR-0195,2022-09-14,Engine Parts,208,1255674.53
DLR-0195,2024-04-17,Transmission,366,1500000.0
DLR-0195,2020-09-13,Transmission,369,1500000.0
DLR-0195,2022-05-24,Electrical,69,1500000.0
DLR-0195,2022-06-15,Brakes,469,1332017.57
DLR-0195,2023-06-14,Filters & Fluids,190,1500000.0
DLR-0195,2021-01-31,Filters & Fluids,233,1500000.0
DLR-0195,2020-04-28,Suspension,128,1288364.42
DLR-0195,2020-07-07,Engine Parts,126,1120182.19
DLR-0195,2022-04-25,Engine Parts,420,1233732.16
DLR-0195,2020-01-31,Suspension,426,50000.0
DLR-0195,2020-04-26,Brakes,39,1382406.43
DLR-0195,2020-09-16,Cooling System,102,1025877.2
DLR-0195,2021-08-01,Engine Parts,170,1500000.0
DLR-0196,2023-05-18,Suspension,159,491272.09
DLR-0196,2020-09-22,Transmission,255,255652.13
DLR-0196,2023-09-08,Brakes,346,477773.37
DLR-0196,2020-06-06,Brakes,138,283506.39
DLR-0196,2023-01-18,Suspension,263,579814.45
DLR-0196,2023-12-15,Filters & Fluids,469,544234.74
DLR-0196,2024-10-24,Suspension,237,674278.73
DLR-0196,2023-12-31,Body Parts,492,333278.05
DLR-0196,2022-01-21,Body Parts,454,494131.58
DLR-0196,2023-08-31,Suspension,279,221320.75
DLR-0196,2021-07-01,Filters & Fluids,367,624291.48
DLR-0196,2023-01-13,Brakes,37,588679.88
DLR-0196,2021-12-10,Transmission,371,584181.98
DLR-0196,2023-06-27,Cooling System,153,487815.71
DLR-0196,2020-06-09,Suspension,476,568380.71
DLR-0196,2020-10-07,Suspension,166,800346.13
DLR-0196,2024-02-28,Suspension,72,431906.62
DLR-0196,2022-02-01,Electrical,28,514535.81
DLR-0196,2021-04-26,Cooling System,342,275705.37
DLR-0196,2024-04-14,Cooling System,497,318189.11
DLR-0196,2020-08-21,Engine Parts,265,506573.59
DLR-0196,2024-09-08,Engine Parts,148,702767.04
DLR-0196,2021-07-23,Transmission,163,437525.24
DLR-0196,2024-08-21,Brakes,40,441496.28
DLR-0196,2021-07-25,Transmission,263,408157.38
DLR-0197,2024-11-01,Transmission,206,471658.4
DLR-0197,2022-06-28,Engine Parts,124,670793.15
DLR-0197,2021-02-25,Transmission,104,240658.17
DLR-0197,2023-09-13,Transmission,282,907425.5
DLR-0197,2020-04-17,Body Parts,26,440298.65
DLR-0197,2023-01-14,Filters & Fluids,489,773256.84
DLR-0197,2020-02-23,Filters & Fluids,482,295200.34
DLR-0197,2024-08-23,Body Parts,424,760521.63
DLR-0197,2024-03-22,Suspension,397,761266.71
DLR-0197,2020-02-26,Filters & Fluids,381,692208.5
DLR-0197,2024-08-25,Transmission,453,361337.15
DLR-0197,2022-05-25,Engine Parts,423,659891.57
DLR-0197,2020-08-11,Transmission,497,316066.52
DLR-0197,2024-01-17,Body Parts,449,539336.82
DLR-0197,2022-12-31,Cooling System,227,847059.14
DLR-0197,2023-03-18,Body Parts,93,791208.46
DLR-0197,2022-02-19,Cooling System,391,603643.91
DLR-0197,2021-05-02,Electrical,474,366046.42
DLR-0197,2020-02-01,Body Parts,419,754941.05
DLR-0197,2023-10-29,Body Parts,53,604651.5
DLR-0198,2024-04-28,Body Parts,182,50000.0
DLR-0198,2023-03-15,Transmission,29,492394.47
DLR-0198,2023-06-14,Body Parts,195,371365.07
DLR-0198,2021-07-04,Body Parts,410,555367.69
DLR-0198,2023-08-30,Engine Parts,73,210709.42
DLR-0198,2021-09-20,Filters & Fluids,438,50000.0
DLR-0198,2021-06-25,Electrical,237,416862.58
DLR-0198,2022-08-05,Engine Parts,235,418734.55
DLR-0198,2020-01-19,Cooling System,28,121399.26
DLR-0198,2022-01-04,Cooling System,336,228225.07
DLR-0198,2024-09-25,Suspension,219,788282.66
DLR-0198,2020-04-29,Brakes,151,329158.41
DLR-0198,2023-06-03,Filters & Fluids,498,484643.85
DLR-0198,2020-05-11,Cooling System,102,277401.03
DLR-0198,2021-06-12,Body Parts,142,61454.57
DLR-0198,2024-11-14,Cooling System,75,349461.26
DLR-0198,2021-04-10,Electrical,85,335159.32
DLR-0198,2024-11-19,Engine Parts,129,315018.26
DLR-0198,2020-08-22,Engine Parts,104,357803.87
DLR-0198,2023-11-02,Cooling System,306,414640.24
DLR-0198,2021-10-11,Engine Parts,293,352482.46
DLR-0198,2024-01-09,Suspension,41,185399.07
DLR-0198,2024-01-03,Body Parts,141,447927.72
DLR-0199,2023-10-21,Filters & Fluids,286,107372.51
DLR-0199,2024-01-11,Engine Parts,317,87680.3
DLR-0199,2021-04-25,Filters & Fluids,65,631640.2
DLR-0199,2020-06-07,Cooling System,67,586368.95
DLR-0199,2022-11-12,Brakes,131,476307.9
DLR-0199,2021-02-21,Filters & Fluids,302,215387.54
DLR-0199,2022-01-30,Transmission,46,349457.37
DLR-0199,2023-08-07,Transmission,458,436264.38
DLR-0199,2021-08-02,Electrical,22,176300.68
DLR-0199,2021-10-30,Filters & Fluids,181,343389.41
DLR-0199,2022-04-15,Filters & Fluids,250,614704.42
DLR-0199,2021-08-25,Engine Parts,92,765824.55
DLR-0199,2022-01-24,Engine Parts,158,405710.22
DLR-0199,2020-11-03,Engine Parts,64,635015.23
DLR-0199,2023-06-01,Suspension,423,114258.29
DLR-0199,2021-10-03,Filters & Fluids,491,616092.99
DLR-0199,2021-03-16,Transmission,435,330730.06
DLR-0199,2023-04-08,Engine Parts,346,547432.4
DLR-0199,2024-01-27,Electrical,205,439188.28
DLR-0199,2024-04-10,Brakes,499,744980.73
DLR-0200,2021-04-04,Transmission,285,682737.03
DLR-0200,2024-02-10,Brakes,443,1313594.64
DLR-0200,2024-12-04,Engine Parts,320,932606.87
DLR-0200,2022-08-25,Cooling System,172,983511.7
DLR-0200,2021-07-05,Suspension,438,972781.36
DLR-0200,2023-03-24,Body Parts,476,694817.3
DLR-0200,2021-05-14,Filters & Fluids,134,1044078.43
DLR-0200,2024-06-24,Filters & Fluids,128,1023687.75
DLR-0200,2022-07-22,Filters & Fluids,393,1151320.9
DLR-0200,2020-08-24,Suspension,237,1085492.16
DLR-0200,2024-02-09,Transmission,195,1385157.71
DLR-0200,2020-06-12,Filters & Fluids,296,1437873.62
DLR-0200,2022-11-01,Brakes,478,608738.2
DLR-0200,2022-01-11,Cooling System,319,1414884.45
DLR-0200,2021-04-16,Cooling System,412,551738.7
DLR-0200,2022-05-07,Suspension,301,1296899.47
DLR-0200,2024-08-22,Electrical,483,1310290.29
DLR-0200,2023-01-06,Suspension,407,247246.91
DLR-0200,2022-04-14,Electrical,320,1089051.28
DLR-0200,2021-06-17,Body Parts,184,853231.63
DLR-0200,2021-10-04,Brakes,51,731318.59
DLR-0201,2022-05-12,Electrical,304,924204.56
DLR-0201,2022-10-09,Suspension,470,443117.01
DLR-0201,2021-01-03,Cooling System,17,406469.54
DLR-0201,2020-12-07,Brakes,224,618166.79
DLR-0201,2021-06-23,Cooling System,390,764541.54
DLR-0201,2020-07-25,Electrical,455,566004.34
DLR-0201,2020-03-10,Transmission,22,879928.93
DLR-0201,2023-11-14,Electrical,47,727434.16
DLR-0201,2020-09-28,Transmission,472,77229.28
DLR-0201,2022-05-14,Filters & Fluids,75,472927.93
DLR-0201,2022-04-03,Suspension,374,465157.9
DLR-0201,2021-08-23,Brakes,182,715046.63
DLR-0201,2024-08-16,Filters & Fluids,312,50000.0
DLR-0201,2023-05-31,Brakes,379,1211762.33
DLR-0201,2020-04-02,Brakes,388,727446.26
DLR-0201,2021-12-27,Cooling System,476,635730.43
DLR-0201,2022-04-17,Cooling System,389,883576.25
DLR-0201,2024-09-05,Transmission,158,1162476.97
DLR-0201,2024-03-31,Cooling System,368,808979.19
DLR-0201,2020-10-02,Electrical,380,827715.14
DLR-0201,2024-04-17,Brakes,87,631365.61
DLR-0201,2020-01-16,Filters & Fluids,355,566033.82
DLR-0201,2023-08-22,Cooling System,204,485809.09
DLR-0201,2021-10-18,Cooling System,100,401733.12
DLR-0201,2022-11-07,Body Parts,493,435116.62
DLR-0201,2024-05-02,Brakes,128,275866.57
DLR-0202,2022-10-07,Filters & Fluids,34,1236305.56
DLR-0202,2023-03-01,Transmission,156,415819.54
DLR-0202,2021-10-23,Transmission,173,1372367.43
DLR-0202,2024-03-30,Electrical,498,1256471.39
DLR-0202,2020-10-20,Engine Parts,426,1349937.0
DLR-0202,2024-02-13,Suspension,230,1008712.9
DLR-0202,2022-11-29,Body Parts,304,1500000.0
DLR-0202,2024-12-06,Filters & Fluids,60,1500000.0
DLR-0202,2021-12-12,Body Parts,94,640283.32
DLR-0202,2020-08-30,Body Parts,150,1393762.72
DLR-0202,2022-09-23,Cooling System,124,964916.87
DLR-0202,2024-12-18,Electrical,157,757615.34
DLR-0202,2021-06-15,Brakes,483,591563.24
DLR-0202,2021-04-19,Body Parts,82,1495430.51
DLR-0202,2020-07-15,Suspension,292,927496.08
DLR-0202,2024-09-13,Electrical,24,1500000.0
DLR-0202,2023-05-10,Engine Parts,466,1500000.0
DLR-0202,2023-01-10,Suspension,13,1500000.0
DLR-0202,2022-09-27,Engine Parts,199,840282.75
DLR-0202,2021-02-20,Body Parts,492,1500000.0
DLR-0202,2023-03-15,Transmission,384,1500000.0
DLR-0202,2022-06-30,Electrical,435,1033169.13
DLR-0202,2022-07-18,Body Parts,480,881396.3
DLR-0202,2020-08-12,Brakes,237,1500000.0
DLR-0203,2022-10-07,Body Parts,54,1500000.0
DLR-0203,2024-11-05,Electrical,152,1500000.0
DLR-0203,2024-02-07,Brakes,191,1006754.39
DLR-0203,2024-07-03,Brakes,391,768429.32
DLR-0203,2024-06-12,Suspension,382,1158330.14
DLR-0203,2020-06-01,Filters & Fluids,90,1425587.17
DLR-0203,2022-11-04,Filters & Fluids,151,861468.0
DLR-0203,2022-07-17,Brakes,371,1494093.11
DLR-0203,2023-11-09,Filters & Fluids,466,486896.89
DLR-0203,2020-03-19,Transmission,61,827971.55
DLR-0203,2023-12-15,Filters & Fluids,107,1500000.0
DLR-0203,2024-09-19,Engine Parts,495,1500000.0
DLR-0203,2023-07-23,Engine Parts,135,1264873.94
DLR-0203,2020-10-07,Transmission,456,889341.41
DLR-0203,2021-03-26,Suspension,145,883557.87
DLR-0203,2022-08-20,Electrical,258,1276039.05
