dealer_id,city,sale_date,parts_category,units_sold,revenue_inr
DLR-0132,Lucknow,2023-07-01,Transmission,184,459000
DLR-0132,Lucknow,2024-11-19,Electrical,118,531000
DLR-0132,Lucknow,2021-01-14,Brakes,392,497000
DLR-0132,Lucknow,2023-05-22,Transmission,456,456000
DLR-0132,Lucknow,2023-10-11,Brakes,232,387000
DLR-0132,Lucknow,2022-12-30,Engine Parts,12,589000
DLR-0132,Lucknow,2022-03-19,Brakes,16,339000
DLR-0132,Lucknow,2020-12-17,Tyres & Wheels,245,611000
DLR-0132,Lucknow,2023-11-17,Filters,454,380000
DLR-0132,Lucknow,2023-09-09,Tyres & Wheels,165,412000
DLR-0132,Lucknow,2023-06-20,Body Parts,363,319000
DLR-0132,Lucknow,2023-10-11,Filters,421,445000
DLR-0132,Lucknow,2021-09-11,Brakes,74,637000
DLR-0132,Lucknow,2020-10-03,Engine Parts,107,577000
DLR-0132,Lucknow,2020-08-17,Engine Parts,366,637000
DLR-0132,Lucknow,2021-01-20,Engine Parts,117,578000
DLR-0132,Lucknow,2022-09-12,Electrical,342,367000
DLR-0132,Lucknow,2021-05-10,Filters,441,467000
DLR-0132,Lucknow,2023-07-06,Suspension,54,409000
DLR-0132,Lucknow,2021-09-08,Tyres & Wheels,85,683000
DLR-0132,Lucknow,2022-08-28,Filters,21,354000
DLR-0132,Lucknow,2020-08-26,Electrical,472,626000
DLR-0132,Lucknow,2020-11-08,Tyres & Wheels,258,626000
DLR-0132,Lucknow,2022-08-23,Engine Parts,450,748000
DLR-0132,Lucknow,2022-07-09,Suspension,113,457000
DLR-0132,Lucknow,2021-08-26,Filters,36,603000
DLR-0132,Lucknow,2021-11-14,Engine Parts,62,807000
DLR-0133,Mumbai,2022-05-01,Tyres & Wheels,387,716000
DLR-0133,Mumbai,2023-03-31,Transmission,28,533000
DLR-0133,Mumbai,2022-09-25,Filters,258,464000
DLR-0133,Mumbai,2022-11-17,Tyres & Wheels,128,983000
DLR-0133,Mumbai,2024-01-02,Engine Parts,280,463000
DLR-0133,Mumbai,2020-02-08,Filters,305,766000
DLR-0133,Mumbai,2021-10-08,Brakes,147,927000
DLR-0133,Mumbai,2023-08-20,Filters,465,877000
DLR-0133,Mumbai,2022-08-27,Brakes,263,925000
DLR-0133,Mumbai,2023-06-29,Body Parts,239,884000
DLR-0133,Mumbai,2023-11-29,Filters,20,1096000
DLR-0133,Mumbai,2020-11-26,Transmission,381,650000
DLR-0133,Mumbai,2021-01-28,Tyres & Wheels,186,705000
DLR-0133,Mumbai,2022-06-16,Suspension,269,685000
DLR-0133,Mumbai,2021-03-25,Body Parts,481,1006000
DLR-0133,Mumbai,2023-05-18,Tyres & Wheels,77,1020000
DLR-0133,Mumbai,2024-12-13,Transmission,380,930000
DLR-0133,Mumbai,2023-12-27,Filters,223,1077000
DLR-0133,Mumbai,2024-09-02,Body Parts,417,604000
DLR-0133,Mumbai,2022-08-25,Electrical,328,1173000
DLR-0133,Mumbai,2021-02-28,Transmission,363,1145000
DLR-0133,Mumbai,2024-03-14,Brakes,351,987000
DLR-0133,Mumbai,2022-09-15,Electrical,98,1196000
DLR-0133,Mumbai,2021-02-12,Electrical,320,509000
DLR-0133,Mumbai,2022-10-04,Brakes,416,735000
DLR-0133,Mumbai,2022-05-01,Tyres & Wheels,165,693000
DLR-0134,Nagpur,2021-03-04,Engine Parts,19,604000
DLR-0134,Nagpur,2022-01-04,Transmission,192,373000
DLR-0134,Nagpur,2023-10-18,Electrical,99,608000
DLR-0134,Nagpur,2024-08-22,Engine Parts,423,688000
DLR-0134,Nagpur,2020-05-10,Body Parts,230,600000
DLR-0134,Nagpur,2020-08-21,Suspension,71,547000
DLR-0134,Nagpur,2023-02-24,Suspension,259,382000
DLR-0134,Nagpur,2021-06-12,Body Parts,411,400000
DLR-0134,Nagpur,2021-12-28,Engine Parts,404,672000
DLR-0134,Nagpur,2024-12-02,Transmission,468,611000
DLR-0134,Nagpur,2020-11-05,Brakes,371,505000
DLR-0134,Nagpur,2020-04-13,Tyres & Wheels,419,456000
DLR-0134,Nagpur,2022-07-25,Brakes,64,247000
DLR-0134,Nagpur,2024-05-19,Brakes,431,371000
DLR-0134,Nagpur,2023-02-25,Engine Parts,269,758000
DLR-0134,Nagpur,2020-08-03,Electrical,332,344000
DLR-0134,Nagpur,2020-08-29,Suspension,476,535000
DLR-0134,Nagpur,2022-01-10,Electrical,382,641000
DLR-0134,Nagpur,2021-08-21,Tyres & Wheels,400,347000
DLR-0134,Nagpur,2022-11-02,Tyres & Wheels,385,534000
DLR-0134,Nagpur,2024-11-17,Brakes,88,632000
DLR-0134,Nagpur,2023-08-18,Body Parts,181,512000
DLR-0134,Nagpur,2024-08-04,Electrical,72,883000
DLR-0135,Pune,2022-06-18,Filters,403,506000
DLR-0135,Pune,2024-04-23,Engine Parts,135,1052000
DLR-0135,Pune,2024-09-05,Tyres & Wheels,184,805000
DLR-0135,Pune,2021-08-10,Electrical,53,994000
DLR-0135,Pune,2021-06-28,Body Parts,376,928000
DLR-0135,Pune,2024-03-25,Filters,194,693000
DLR-0135,Pune,2023-07-13,Suspension,87,886000
DLR-0135,Pune,2024-03-22,Filters,413,468000
DLR-0135,Pune,2021-04-12,Electrical,420,961000
DLR-0135,Pune,2022-05-28,Filters,480,900000
DLR-0135,Pune,2022-04-18,Tyres & Wheels,497,968000
DLR-0135,Pune,2024-10-11,Body Parts,493,1052000
DLR-0135,Pune,2020-03-01,Tyres & Wheels,84,914000
DLR-0135,Pune,2024-04-26,Engine Parts,377,870000
DLR-0135,Pune,2024-07-09,Brakes,53,664000
DLR-0135,Pune,2021-11-23,Body Parts,215,698000
DLR-0135,Pune,2024-04-30,Electrical,232,1077000
DLR-0135,Pune,2020-05-05,Filters,398,1127000
DLR-0135,Pune,2020-03-16,Electrical,472,792000
DLR-0135,Pune,2023-03-22,Engine Parts,333,849000
DLR-0135,Pune,2023-12-31,Transmission,224,659000
DLR-0135,Pune,2022-04-03,Transmission,379,1075000
DLR-0135,Pune,2024-03-01,Body Parts,475,973000
DLR-0136,Patna,2020-01-17,Transmission,470,762000
DLR-0136,Patna,2022-12-16,Electrical,368,396000
DLR-0136,Patna,2022-04-07,Tyres & Wheels,339,461000
DLR-0136,Patna,2021-02-24,Tyres & Wheels,367,540000
DLR-0136,Patna,2021-12-08,Filters,407,594000
DLR-0136,Patna,2021-02-08,Transmission,53,482000
DLR-0136,Patna,2020-03-16,Body Parts,209,397000
DLR-0136,Patna,2024-01-25,Electrical,276,625000
DLR-0136,Patna,2023-01-12,Transmission,119,604000
DLR-0136,Patna,2020-07-09,Transmission,276,391000
DLR-0136,Patna,2021-11-28,Electrical,21,686000
DLR-0136,Patna,2020-02-27,Transmission,133,662000
DLR-0136,Patna,2024-08-31,Transmission,381,527000
DLR-0136,Patna,2022-05-15,Brakes,384,520000
DLR-0136,Patna,2020-05-02,Body Parts,142,582000
DLR-0136,Patna,2023-07-08,Body Parts,73,398000
DLR-0136,Patna,2020-04-07,Brakes,239,514000
DLR-0136,Patna,2021-09-02,Engine Parts,242,230000
DLR-0136,Patna,2021-11-25,Suspension,422,624000
DLR-0136,Patna,2024-03-07,Suspension,189,307000
DLR-0136,Patna,2021-09-04,Transmission,351,705000
DLR-0136,Patna,2024-05-26,Electrical,375,467000
DLR-0136,Patna,2022-02-12,Suspension,63,482000
DLR-0136,Patna,2021-11-02,Suspension,431,428000
DLR-0136,Patna,2024-05-13,Body Parts,242,473000
DLR-0137,Patna,2020-10-27,Filters,434,694000
DLR-0137,Patna,2022-04-23,Brakes,57,187000
DLR-0137,Patna,2020-05-07,Filters,464,676000
DLR-0137,Patna,2020-09-23,Tyres & Wheels,119,554000
DLR-0137,Patna,2022-07-02,Brakes,199,353000
DLR-0137,Patna,2023-10-18,Filters,311,370000
DLR-0137,Patna,2023-02-18,Filters,456,728000
DLR-0137,Patna,2021-06-24,Tyres & Wheels,335,387000
DLR-0137,Patna,2022-05-17,Tyres & Wheels,362,360000
DLR-0137,Patna,2022-09-29,Filters,431,658000
DLR-0137,Patna,2020-11-29,Electrical,268,554000
DLR-0137,Patna,2020-09-17,Tyres & Wheels,374,388000
DLR-0137,Patna,2022-07-26,Electrical,370,538000
DLR-0137,Patna,2022-11-17,Brakes,365,377000
DLR-0137,Patna,2021-03-11,Tyres & Wheels,252,653000
DLR-0137,Patna,2020-03-07,Electrical,493,648000
DLR-0137,Patna,2023-02-18,Body Parts,481,579000
DLR-0137,Patna,2020-08-31,Filters,66,557000
DLR-0137,Patna,2020-09-04,Body Parts,302,739000
DLR-0137,Patna,2021-08-16,Engine Parts,277,510000
DLR-0137,Patna,2020-11-09,Brakes,200,356000
DLR-0138,Chennai,2022-02-05,Transmission,160,930000
DLR-0138,Chennai,2022-09-22,Engine Parts,415,1257000
DLR-0138,Chennai,2020-10-19,Electrical,411,637000
DLR-0138,Chennai,2023-04-22,Filters,34,768000
DLR-0138,Chennai,2021-09-16,Transmission,120,923000
DLR-0138,Chennai,2021-01-09,Tyres & Wheels,11,829000
DLR-0138,Chennai,2020-09-07,Body Parts,44,644000
DLR-0138,Chennai,2024-11-17,Engine Parts,223,1064000
DLR-0138,Chennai,2022-09-12,Transmission,299,1304000
DLR-0138,Chennai,2022-07-15,Body Parts,410,879000
DLR-0138,Chennai,2022-02-11,Tyres & Wheels,437,659000
DLR-0138,Chennai,2024-01-14,Electrical,400,530000
DLR-0138,Chennai,2020-10-10,Tyres & Wheels,399,892000
DLR-0138,Chennai,2022-07-10,Tyres & Wheels,86,1061000
DLR-0138,Chennai,2024-11-09,Body Parts,55,935000
DLR-0138,Chennai,2024-06-26,Filters,208,840000
DLR-0138,Chennai,2021-04-21,Filters,183,722000
DLR-0138,Chennai,2023-01-12,Engine Parts,500,622000
DLR-0138,Chennai,2023-10-05,Tyres & Wheels,386,1007000
DLR-0138,Chennai,2021-07-22,Brakes,453,1023000
DLR-0138,Chennai,2020-12-05,Engine Parts,302,531000
DLR-0138,Chennai,2023-07-14,Transmission,297,1158000
DLR-0138,Chennai,2023-08-14,Brakes,339,955000
DLR-0138,Chennai,2023-02-19,Brakes,108,1120000
DLR-0139,Bhopal,2023-03-27,Engine Parts,500,336000
DLR-0139,Bhopal,2023-03-13,Suspension,394,332000
DLR-0139,Bhopal,2022-09-01,Engine Parts,71,491000
DLR-0139,Bhopal,2023-09-10,Electrical,19,575000
DLR-0139,Bhopal,2021-07-17,Suspension,135,744000
DLR-0139,Bhopal,2024-08-26,Tyres & Wheels,53,602000
DLR-0139,Bhopal,2024-07-10,Body Parts,215,478000
DLR-0139,Bhopal,2023-04-21,Engine Parts,261,377000
DLR-0139,Bhopal,2024-10-31,Engine Parts,184,670000
DLR-0139,Bhopal,2022-06-14,Electrical,222,385000
DLR-0139,Bhopal,2020-02-19,Body Parts,205,722000
DLR-0139,Bhopal,2021-06-10,Brakes,68,473000
DLR-0139,Bhopal,2020-07-22,Electrical,156,717000
DLR-0139,Bhopal,2020-10-21,Electrical,140,598000
DLR-0139,Bhopal,2024-04-22,Brakes,88,492000
DLR-0139,Bhopal,2021-09-20,Filters,357,442000
DLR-0139,Bhopal,2020-12-12,Engine Parts,324,466000
DLR-0139,Bhopal,2021-10-28,Electrical,23,566000
DLR-0139,Bhopal,2023-12-31,Engine Parts,162,520000
DLR-0139,Bhopal,2022-03-09,Brakes,173,433000
DLR-0139,Bhopal,2020-10-18,Filters,467,488000
DLR-0139,Bhopal,2021-10-25,Transmission,202,520000
DLR-0139,Bhopal,2024-08-22,Brakes,36,233000
DLR-0139,Bhopal,2021-02-18,Suspension,395,570000
DLR-0139,Bhopal,2023-05-07,Suspension,262,383000
DLR-0139,Bhopal,2022-11-07,Filters,496,360000
DLR-0139,Bhopal,2020-08-23,Transmission,41,291000
DLR-0139,Bhopal,2021-10-13,Tyres & Wheels,293,277000
DLR-0140,Jaipur,2020-05-14,Tyres & Wheels,24,569000
DLR-0140,Jaipur,2022-04-14,Suspension,477,698000
DLR-0140,Jaipur,2024-12-19,Engine Parts,147,1231000
DLR-0140,Jaipur,2023-02-08,Brakes,136,735000
DLR-0140,Jaipur,2024-04-11,Electrical,165,876000
DLR-0140,Jaipur,2023-03-09,Filters,238,920000
DLR-0140,Jaipur,2020-06-20,Suspension,410,866000
DLR-0140,Jaipur,2020-10-18,Body Parts,286,825000
DLR-0140,Jaipur,2020-12-10,Suspension,285,601000
DLR-0140,Jaipur,2022-05-17,Tyres & Wheels,31,1130000
DLR-0140,Jaipur,2020-01-03,Tyres & Wheels,434,1201000
DLR-0140,Jaipur,2023-06-25,Transmission,344,503000
DLR-0140,Jaipur,2020-12-08,Engine Parts,40,635000
DLR-0140,Jaipur,2022-09-14,Transmission,316,784000
DLR-0140,Jaipur,2021-05-28,Filters,189,647000
DLR-0140,Jaipur,2024-09-21,Suspension,309,941000
DLR-0140,Jaipur,2024-09-17,Transmission,33,694000
DLR-0140,Jaipur,2020-11-26,Brakes,163,1273000
DLR-0140,Jaipur,2020-07-02,Filters,367,1078000
DLR-0140,Jaipur,2020-09-08,Electrical,381,883000
DLR-0140,Jaipur,2023-02-13,Transmission,459,1045000
DLR-0140,Jaipur,2022-06-03,Suspension,322,1061000
DLR-0140,Jaipur,2022-10-30,Body Parts,462,727000
DLR-0140,Jaipur,2023-10-28,Body Parts,335,677000
DLR-0140,Jaipur,2021-06-19,Tyres & Wheels,149,856000
DLR-0140,Jaipur,2021-05-18,Body Parts,184,1012000
DLR-0141,Guwahati,2022-07-30,Body Parts,18,383000
DLR-0141,Guwahati,2023-11-17,Electrical,340,228000
DLR-0141,Guwahati,2020-01-05,Tyres & Wheels,12,298000
DLR-0141,Guwahati,2020-01-20,Electrical,221,363000
DLR-0141,Guwahati,2023-02-12,Tyres & Wheels,400,363000
DLR-0141,Guwahati,2022-03-15,Brakes,413,548000
DLR-0141,Guwahati,2024-11-30,Brakes,285,245000
DLR-0141,Guwahati,2020-03-04,Tyres & Wheels,354,416000
DLR-0141,Guwahati,2020-09-09,Body Parts,426,504000
DLR-0141,Guwahati,2022-02-09,Body Parts,208,574000
DLR-0141,Guwahati,2020-12-28,Engine Parts,73,334000
DLR-0141,Guwahati,2022-08-05,Body Parts,489,414000
DLR-0141,Guwahati,2021-01-30,Tyres & Wheels,14,421000
DLR-0141,Guwahati,2021-03-29,Engine Parts,398,388000
DLR-0141,Guwahati,2021-07-29,Body Parts,108,361000
DLR-0141,Guwahati,2020-07-03,Transmission,423,409000
DLR-0141,Guwahati,2024-01-10,Suspension,129,142000
DLR-0141,Guwahati,2022-10-08,Body Parts,28,431000
DLR-0141,Guwahati,2021-07-28,Tyres & Wheels,473,381000
DLR-0141,Guwahati,2023-12-12,Suspension,13,350000
DLR-0141,Guwahati,2021-02-05,Filters,66,554000
DLR-0141,Guwahati,2024-11-16,Transmission,301,309000
DLR-0141,Guwahati,2022-10-21,Tyres & Wheels,97,334000
DLR-0142,Varanasi,2021-01-31,Electrical,43,549000
DLR-0142,Varanasi,2023-04-19,Electrical,391,295000
DLR-0142,Varanasi,2020-05-13,Electrical,142,320000
DLR-0142,Varanasi,2023-03-13,Suspension,461,357000
DLR-0142,Varanasi,2022-12-07,Transmission,108,446000
DLR-0142,Varanasi,2024-10-02,Engine Parts,364,389000
DLR-0142,Varanasi,2023-10-20,Transmission,358,254000
DLR-0142,Varanasi,2023-02-21,Tyres & Wheels,11,322000
DLR-0142,Varanasi,2022-05-24,Engine Parts,447,315000
DLR-0142,Varanasi,2021-10-23,Filters,442,363000
DLR-0142,Varanasi,2022-04-13,Transmission,72,408000
DLR-0142,Varanasi,2023-10-24,Tyres & Wheels,263,408000
DLR-0142,Varanasi,2022-01-10,Engine Parts,462,210000
DLR-0142,Varanasi,2024-01-17,Suspension,34,466000
DLR-0142,Varanasi,2021-07-23,Filters,282,393000
DLR-0142,Varanasi,2022-07-08,Body Parts,12,495000
DLR-0142,Varanasi,2022-03-13,Suspension,181,410000
DLR-0142,Varanasi,2020-06-16,Engine Parts,387,469000
DLR-0142,Varanasi,2021-04-07,Filters,500,412000
DLR-0142,Varanasi,2020-06-01,Suspension,110,491000
DLR-0142,Varanasi,2020-12-02,Body Parts,169,417000
DLR-0142,Varanasi,2020-05-08,Brakes,24,361000
DLR-0142,Varanasi,2022-09-09,Filters,423,575000
DLR-0142,Varanasi,2020-02-19,Body Parts,440,450000
DLR-0142,Varanasi,2021-05-27,Suspension,65,422000
DLR-0142,Varanasi,2022-08-27,Suspension,500,255000
DLR-0142,Varanasi,2021-11-28,Engine Parts,430,254000
DLR-0142,Varanasi,2021-11-14,Suspension,493,396000
DLR-0143,Delhi,2024-05-07,Tyres & Wheels,401,869000
DLR-0143,Delhi,2020-07-14,Tyres & Wheels,306,717000
DLR-0143,Delhi,2020-09-12,Brakes,41,868000
DLR-0143,Delhi,2020-03-09,Filters,170,1158000
DLR-0143,Delhi,2024-12-27,Brakes,410,979000
DLR-0143,Delhi,2020-09-18,Engine Parts,480,612000
DLR-0143,Delhi,2024-07-01,Tyres & Wheels,38,818000
DLR-0143,Delhi,2021-09-09,Filters,43,679000
DLR-0143,Delhi,2020-07-27,Engine Parts,296,762000
DLR-0143,Delhi,2020-04-16,Transmission,445,757000
DLR-0143,Delhi,2022-02-20,Filters,59,744000
DLR-0143,Delhi,2023-06-18,Filters,129,589000
DLR-0143,Delhi,2024-11-05,Engine Parts,242,814000
DLR-0143,Delhi,2022-02-25,Tyres & Wheels,417,728000
DLR-0143,Delhi,2022-05-26,Brakes,183,254000
DLR-0143,Delhi,2023-08-26,Engine Parts,242,1251000
DLR-0143,Delhi,2022-11-25,Body Parts,310,1058000
DLR-0143,Delhi,2021-01-29,Brakes,62,765000
DLR-0143,Delhi,2020-01-26,Brakes,313,844000
DLR-0143,Delhi,2024-06-04,Suspension,473,606000
DLR-0143,Delhi,2023-03-19,Electrical,336,1179000
DLR-0144,Nagpur,2021-06-08,Body Parts,225,757000
DLR-0144,Nagpur,2022-09-12,Tyres & Wheels,105,530000
DLR-0144,Nagpur,2021-05-12,Electrical,418,643000
DLR-0144,Nagpur,2020-03-31,Engine Parts,75,533000
DLR-0144,Nagpur,2021-09-30,Filters,272,336000
DLR-0144,Nagpur,2023-08-27,Body Parts,169,456000
DLR-0144,Nagpur,2023-04-10,Electrical,85,527000
DLR-0144,Nagpur,2022-08-19,Transmission,318,451000
DLR-0144,Nagpur,2021-12-03,Transmission,198,482000
DLR-0144,Nagpur,2020-01-17,Electrical,39,498000
DLR-0144,Nagpur,2021-05-01,Engine Parts,226,499000
DLR-0144,Nagpur,2021-12-05,Suspension,112,517000
DLR-0144,Nagpur,2023-08-04,Suspension,412,372000
DLR-0144,Nagpur,2020-05-20,Body Parts,106,417000
DLR-0144,Nagpur,2023-09-29,Tyres & Wheels,365,343000
DLR-0144,Nagpur,2023-11-17,Tyres & Wheels,317,637000
DLR-0144,Nagpur,2023-11-19,Body Parts,446,236000
DLR-0144,Nagpur,2023-03-30,Body Parts,325,660000
DLR-0144,Nagpur,2021-09-05,Filters,178,690000
DLR-0144,Nagpur,2020-11-28,Brakes,242,471000
DLR-0144,Nagpur,2024-11-29,Engine Parts,263,172000
DLR-0144,Nagpur,2021-03-25,Engine Parts,337,463000
DLR-0144,Nagpur,2021-04-01,Suspension,248,502000
DLR-0144,Nagpur,2023-07-01,Suspension,132,379000
DLR-0144,Nagpur,2022-09-11,Body Parts,423,443000
DLR-0144,Nagpur,2024-02-24,Filters,115,709000
DLR-0144,Nagpur,2022-03-30,Electrical,432,596000
DLR-0144,Nagpur,2020-01-14,Body Parts,15,390000
DLR-0145,Chandigarh,2022-01-02,Engine Parts,294,226000
DLR-0145,Chandigarh,2020-08-23,Electrical,158,341000
DLR-0145,Chandigarh,2022-06-20,Suspension,333,351000
DLR-0145,Chandigarh,2023-04-14,Body Parts,32,415000
DLR-0145,Chandigarh,2020-03-01,Suspension,111,322000
DLR-0145,Chandigarh,2021-08-04,Electrical,122,416000
DLR-0145,Chandigarh,2024-12-18,Transmission,378,544000
DLR-0145,Chandigarh,2020-12-22,Body Parts,443,443000
DLR-0145,Chandigarh,2023-02-09,Suspension,101,366000
DLR-0145,Chandigarh,2021-02-05,Engine Parts,100,354000
DLR-0145,Chandigarh,2024-09-22,Transmission,476,338000
DLR-0145,Chandigarh,2020-07-26,Engine Parts,435,476000
DLR-0145,Chandigarh,2023-10-19,Electrical,204,314000
DLR-0145,Chandigarh,2023-09-03,Brakes,183,374000
DLR-0145,Chandigarh,2021-03-06,Transmission,243,375000
DLR-0145,Chandigarh,2021-05-06,Body Parts,424,325000
DLR-0145,Chandigarh,2022-02-01,Electrical,491,246000
DLR-0145,Chandigarh,2022-12-15,Filters,459,399000
DLR-0145,Chandigarh,2023-12-27,Brakes,70,365000
DLR-0145,Chandigarh,2020-10-22,Electrical,416,415000
DLR-0145,Chandigarh,2021-01-23,Suspension,282,322000
DLR-0146,Delhi,2023-11-23,Body Parts,172,1084000
DLR-0146,Delhi,2023-05-12,Filters,335,665000
DLR-0146,Delhi,2021-05-15,Engine Parts,400,1182000
DLR-0146,Delhi,2023-06-15,Suspension,447,490000
DLR-0146,Delhi,2023-01-01,Transmission,414,927000
DLR-0146,Delhi,2020-10-31,Body Parts,136,935000
DLR-0146,Delhi,2020-04-19,Transmission,456,681000
DLR-0146,Delhi,2020-09-15,Tyres & Wheels,117,925000
DLR-0146,Delhi,2024-01-29,Brakes,411,1096000
DLR-0146,Delhi,2022-08-21,Brakes,95,397000
DLR-0146,Delhi,2022-11-07,Filters,394,941000
DLR-0146,Delhi,2024-12-12,Body Parts,265,341000
DLR-0146,Delhi,2022-11-28,Tyres & Wheels,101,647000
DLR-0146,Delhi,2021-10-21,Body Parts,279,1166000
DLR-0146,Delhi,2023-11-23,Tyres & Wheels,376,724000
DLR-0146,Delhi,2022-10-10,Tyres & Wheels,147,605000
DLR-0146,Delhi,2023-04-05,Filters,336,800000
DLR-0146,Delhi,2024-06-07,Engine Parts,116,1254000
DLR-0146,Delhi,2021-03-25,Suspension,241,474000
DLR-0146,Delhi,2024-11-02,Suspension,212,630000
DLR-0146,Delhi,2021-03-23,Transmission,227,1139000
DLR-0146,Delhi,2024-12-25,Filters,302,1212000
DLR-0146,Delhi,2020-11-17,Body Parts,140,819000
DLR-0146,Delhi,2023-02-01,Brakes,78,592000
DLR-0146,Delhi,2024-03-19,Brakes,161,1259000
DLR-0146,Delhi,2022-06-29,Body Parts,127,1159000
DLR-0147,Delhi,2022-08-10,Body Parts,228,976000
DLR-0147,Delhi,2022-07-12,Tyres & Wheels,231,678000
DLR-0147,Delhi,2022-04-17,Body Parts,421,830000
DLR-0147,Delhi,2022-10-15,Body Parts,149,808000
DLR-0147,Delhi,2022-02-22,Engine Parts,101,906000
DLR-0147,Delhi,2022-06-23,Suspension,145,1130000
DLR-0147,Delhi,2023-08-14,Brakes,193,1016000
DLR-0147,Delhi,2020-06-17,Transmission,441,625000
DLR-0147,Delhi,2022-10-24,Brakes,412,1115000
DLR-0147,Delhi,2021-07-20,Suspension,60,903000
DLR-0147,Delhi,2020-08-30,Brakes,194,977000
DLR-0147,Delhi,2020-03-19,Suspension,180,1133000
DLR-0147,Delhi,2021-02-06,Body Parts,138,618000
DLR-0147,Delhi,2021-09-11,Transmission,107,833000
DLR-0147,Delhi,2023-12-16,Electrical,447,734000
DLR-0147,Delhi,2024-03-20,Transmission,14,526000
DLR-0147,Delhi,2024-04-26,Transmission,154,909000
DLR-0147,Delhi,2024-08-11,Body Parts,410,1342000
DLR-0147,Delhi,2022-04-07,Filters,430,472000
DLR-0147,Delhi,2023-04-02,Engine Parts,251,834000
DLR-0148,Nagpur,2024-04-07,Electrical,453,593000
DLR-0148,Nagpur,2022-03-25,Suspension,126,526000
DLR-0148,Nagpur,2024-01-21,Suspension,252,495000
DLR-0148,Nagpur,2021-04-23,Tyres & Wheels,379,341000
DLR-0148,Nagpur,2024-07-25,Tyres & Wheels,184,540000
DLR-0148,Nagpur,2024-06-09,Brakes,170,412000
DLR-0148,Nagpur,2024-09-28,Suspension,229,225000
DLR-0148,Nagpur,2024-04-26,Filters,117,665000
DLR-0148,Nagpur,2022-06-17,Tyres & Wheels,446,635000
DLR-0148,Nagpur,2023-02-17,Engine Parts,201,517000
DLR-0148,Nagpur,2020-10-11,Electrical,166,540000
DLR-0148,Nagpur,2024-02-20,Engine Parts,265,650000
DLR-0148,Nagpur,2024-07-17,Body Parts,183,539000
DLR-0148,Nagpur,2021-04-06,Filters,227,628000
DLR-0148,Nagpur,2023-11-05,Filters,400,471000
DLR-0148,Nagpur,2024-05-13,Transmission,176,681000
DLR-0148,Nagpur,2023-04-17,Engine Parts,300,552000
DLR-0148,Nagpur,2024-05-27,Engine Parts,482,535000
DLR-0148,Nagpur,2020-10-11,Electrical,497,345000
DLR-0148,Nagpur,2021-11-07,Filters,205,547000
DLR-0148,Nagpur,2021-02-22,Filters,42,402000
DLR-0148,Nagpur,2022-12-30,Filters,106,427000
DLR-0148,Nagpur,2022-08-30,Brakes,178,404000
DLR-0148,Nagpur,2023-03-12,Tyres & Wheels,337,371000
DLR-0148,Nagpur,2021-09-15,Brakes,97,786000
DLR-0148,Nagpur,2020-08-01,Electrical,26,683000
DLR-0148,Nagpur,2024-08-19,Tyres & Wheels,23,760000
DLR-0148,Nagpur,2021-01-17,Suspension,45,351000
DLR-0149,Coimbatore,2021-08-04,Suspension,129,376000
DLR-0149,Coimbatore,2021-08-19,Brakes,242,254000
DLR-0149,Coimbatore,2020-04-27,Body Parts,275,307000
DLR-0149,Coimbatore,2020-01-23,Electrical,177,287000
DLR-0149,Coimbatore,2024-10-26,Filters,210,482000
DLR-0149,Coimbatore,2020-11-17,Brakes,76,334000
DLR-0149,Coimbatore,2023-01-03,Filters,254,466000
DLR-0149,Coimbatore,2024-03-01,Brakes,209,424000
DLR-0149,Coimbatore,2024-11-07,Suspension,76,577000
DLR-0149,Coimbatore,2024-11-17,Suspension,168,237000
DLR-0149,Coimbatore,2022-06-04,Tyres & Wheels,91,483000
DLR-0149,Coimbatore,2023-05-21,Transmission,310,473000
DLR-0149,Coimbatore,2021-02-19,Tyres & Wheels,151,282000
DLR-0149,Coimbatore,2021-02-17,Engine Parts,83,461000
DLR-0149,Coimbatore,2022-07-01,Brakes,432,400000
DLR-0149,Coimbatore,2022-03-28,Suspension,279,350000
DLR-0149,Coimbatore,2021-11-04,Tyres & Wheels,245,296000
DLR-0149,Coimbatore,2022-08-05,Engine Parts,387,305000
DLR-0149,Coimbatore,2020-07-05,Transmission,340,554000
DLR-0149,Coimbatore,2024-12-09,Tyres & Wheels,187,370000
DLR-0149,Coimbatore,2023-12-05,Transmission,210,440000
DLR-0149,Coimbatore,2023-06-09,Electrical,222,299000
DLR-0149,Coimbatore,2021-05-25,Electrical,470,300000
DLR-0149,Coimbatore,2023-06-19,Filters,244,467000
DLR-0149,Coimbatore,2022-02-26,Electrical,367,249000
DLR-0149,Coimbatore,2023-03-10,Brakes,211,333000
DLR-0150,Ahmedabad,2021-05-05,Electrical,150,847000
DLR-0150,Ahmedabad,2024-12-12,Transmission,351,862000
DLR-0150,Ahmedabad,2020-05-16,Suspension,475,804000
DLR-0150,Ahmedabad,2022-10-07,Filters,400,919000
DLR-0150,Ahmedabad,2023-02-06,Brakes,198,979000
DLR-0150,Ahmedabad,2020-06-05,Brakes,268,987000
DLR-0150,Ahmedabad,2024-04-18,Body Parts,219,643000
DLR-0150,Ahmedabad,2022-07-12,Electrical,139,783000
DLR-0150,Ahmedabad,2021-02-28,Engine Parts,246,1079000
DLR-0150,Ahmedabad,2020-02-24,Brakes,337,1019000
DLR-0150,Ahmedabad,2023-11-23,Tyres & Wheels,205,565000
